Species,prevalence
Gemmatirosa kalamazoonesis,0.23310462374875301
Corynebacterium matruchotii,0.23277985517887703
Mitsuaria sp. 7,0.23179225299621195
Brachybacterium saurashtrense,0.2316497422478285
Neisseria mucosa,0.23137011371454352
Methylobacterium durans,0.2313673982801892
Hymenobacter sp. PAMC 26554,0.22993120668087108
Sphingomonas sp. LMO-1,0.22992551447350426
Kocuria indica,0.2296118711228816
Nakamurella multipartita,0.22738287003461857
Corynebacterium imitans,0.22476077278889062
Cupriavidus taiwanensis,0.22474374432205704
Corynebacterium kroppenstedtii,0.2223854790720086
Staphylococcus capitis,0.21755827887646967
Sphingobium yanoikuyae,0.21573783104061114
Deinococcus wulumuqiensis,0.21152837441430933
Toxoplasma gondii,0.208659903686446
Sphingomonas panacis,0.20856531874785839
Rhodobacter sphaeroides,0.20822156750550244
Ornithinimicrobium sp. AMA3305,0.20731527277703213
Nocardioides sp. 78,0.20430961033577968
Mycolicibacterium doricum,0.20315524758077083
Haemophilus parainfluenzae,0.20117187963593
Micrococcus sp. KBS0714,0.19999190191097252
Bradyrhizobium guangzhouense,0.19906201630148718
Staphylococcus aureus,0.19837470455555717
Corynebacterium genitalium,0.19831025855451154
Rubrivivax gelatinosus,0.19793696322657936
Veillonella parvula,0.19442056853981782
Phycicoccus dokdonensis,0.19129837770551272
Hymenobacter swuensis,0.1904883724300543
Methylobacterium radiotolerans,0.1898120366414224
Acinetobacter indicus,0.1884842103108711
Variovorax sp. HW608,0.18743482831292582
Bradyrhizobium sp. ORS 3257,0.1873621967845293
Sphingomonas melonis,0.18712944504274578
Hymenobacter sedentarius,0.18701180479095714
Streptococcus pneumoniae,0.1858792989779803
Streptococcus sanguinis,0.18585108327734026
Hymenobacter sp. BRD72,0.18465163712948895
Comamonas aquatica,0.18443633581908592
Stenotrophomonas sp. LM091,0.18327820720162474
Methylobacterium sp. 4-46,0.18320740621596632
Actinomyces viscosus,0.18245759149941307
Massilia violaceinigra,0.18197402984891708
Micropruina glycogenica,0.18040345379142278
Pseudoxanthomonas suwonensis,0.1801944061387723
Gardnerella vaginalis,0.17994615069682898
Microbacterium lemovicicum,0.17842800123339547
Bradyrhizobium guangdongense,0.17743113547879538
Pseudomonas mendocina,0.17740988729072454
Auraticoccus monumenti,0.1768096010377597
Bradyrhizobium symbiodeficiens,0.17593411165494752
Kineococcus radiotolerans,0.17533912425196413
Massilia lutea,0.17501377117990852
Bradyrhizobium japonicum,0.17499243311603227
Sphingomonas hengshuiensis,0.17460542751785926
Rhizobacter gummiphilus,0.17430238321690697
Acinetobacter sp. ACNIH1,0.1731003851941806
Sphingomonas sp. HKS19,0.17292523991251754
Ornithinimicrobium sp. HY006,0.17226506194142907
Cellulomonas sp. Y8,0.17050858661623264
Conexibacter woesei,0.17017548958372763
Brachybacterium faecium,0.16903931347524248
Rhodococcus fascians,0.16814575833459453
Bradyrhizobium sp. 1(2017),0.16762876468594692
Nocardioides sp. KUDC 5002,0.16676700951682186
Brachybacterium ginsengisoli,0.16493149440717847
Brachybacterium sp. SGAir0954,0.16456585255359205
Pimelobacter simplex,0.1624101625131074
Clostridium botulinum,0.16031706787738664
Corynebacterium xerosis,0.16011344664862132
Propioniciclava sp. HDW11,0.15929928367417318
Corynebacterium simulans,0.15907653329259805
Variovorax sp. PAMC 28711,0.1590513341505251
Deinococcus gobiensis,0.1584855995503407
Nocardioides sp. JQ2195,0.1575450262542874
Hymenobacter sp. PAMC 26628,0.15696868151267798
Corynebacterium sanguinis,0.15581140266126706
Baekduia soli,0.15509813409492026
Hymenobacter sp. BT18,0.15505969502505795
Sphingomonas sp. LM7,0.1540506962852868
Methylobacterium sp. C1,0.15222166563067457
Bradyrhizobium sp. CCGE-LA001,0.15211713278156655
Acinetobacter junii,0.15090908616433676
Streptococcus thermophilus,0.15078444569600277
Bradyrhizobium zhanjiangense,0.15068927888982986
Staphylococcus haemolyticus,0.1494194243209004
Streptococcus gordonii,0.14737982125297955
Microvirga ossetica,0.14734887638300562
Lautropia mirabilis,0.14622061639565143
Pantoea sp. PSNIH1,0.14619850300126258
Corynebacterium striatum,0.14503809283747604
Bradyrhizobium guangxiense,0.14461113707376577
Sphingomonas paucimobilis,0.144431877112729
Zymoseptoria tritici,0.14428852116545024
Bradyrhizobium amphicarpaeae,0.1442840004150002
Pseudonocardia dioxanivorans,0.14402577954026002
Sphingomonas sanxanigenens,0.14378559659440507
Brachybacterium sp. P6-10-X1,0.14318329989042594
Botrytis cinerea,0.14110246957956324
Acinetobacter sp. NEB149,0.14096084144947088
Neisseria subflava,0.1407863494239902
Oscillatoria nigro-viridis,0.14009524220276096
Variovorax sp. PMC12,0.13704374952626136
Prevotella melaninogenica,0.13665781624688567
Klebsiella oxytoca,0.136240654236049
Sphingomonas sp. Cra20,0.13602896105469725
Cercospora beticola,0.13543645716195718
Aeromicrobium choanae,0.13517773090910853
Agrobacterium tumefaciens,0.13514021226492529
Dietzia lutea,0.1349654609957935
Hymenobacter sp. TS19,0.1338215199138291
Brevundimonas sp. SGAir0440,0.13381471312834156
Pseudomonas alcaligenes,0.13316020032338463
Acinetobacter radioresistens,0.13216319505895824
Cutibacterium avidum,0.13175513359363175
Bradyrhizobium diazoefficiens,0.13132494522481591
Hymenobacter sp. BT182,0.13047711005165818
Lactococcus lactis,0.1281400985478104
Paracoccus zhejiangensis,0.12793125126475396
Sphingomonas sp. NIC1,0.12717086406752745
Rathayibacter sp. VKM Ac-2759,0.12674399068334358
Acinetobacter ursingii,0.1264659869413782
Achromobacter xylosoxidans,0.12625544092381757
Massilia albidiflava,0.1255660882870842
Acidovorax sp. KKS102,0.12490699344801046
Lawsonella clevelandensis,0.12423914017420906
Sphingomonas koreensis,0.1229795971208184
Aspergillus oryzae,0.12278133340976823
Bradyrhizobium sp.,0.12189167341229898
Pantoea vagans,0.12111703315897483
Massilia umbonata,0.12058209264714137
Intrasporangium calvum,0.11893295772812312
Curtobacterium flaccumfaciens,0.11884739646118933
Roseomonas mucosa,0.11874585082557954
Gordonia bronchialis,0.1163619781207581
Brevundimonas diminuta,0.11553772863818837
Nocardioides daphniae,0.11546834540087106
Brevibacterium luteolum,0.11378332441191988
Azospirillum brasilense,0.11289025311795432
Finegoldia magna,0.11272650042656486
Actinoplanes friuliensis,0.1125133220244831
Deinococcus sp. AJ005,0.1108788865889596
Escherichia coli,0.1100321788235952
Sphingomonas sp. AP4-R1,0.10918735788010943
Neurospora crassa,0.10886900911584134
Roseateles depolymerans,0.10860936666001815
Sphingosinicella sp. BN140058,0.10840968595014022
Methylobacterium aquaticum,0.10817421553331127
Brachybacterium vulturis,0.10748717533918291
Methylobacterium nodulans,0.10614836388347386
Bradyrhizobium sp. 58S1,0.10492989612992008
Gordonia terrae,0.10458191848475623
Gemella haemolysans,0.1045560196651491
Sphingomonas sp. XS-10,0.10416668432606842
Massilia armeniaca,0.1037285528341794
Paucibacter sp. KCTC 42545,0.10280422354363003
Haematobacter massiliensis,0.10273418135589936
Rathayibacter festucae,0.10219236194762693
Microbacteriaceae bacterium WY83,0.10155157551605692
Rhodococcus sp. PBTS 1,0.10153280973171487
Stenotrophomonas acidaminiphila,0.10069078269462281
Deinococcus ficus,0.10022413628806258
Pseudomonas rhizosphaerae,0.10020808415637077
Chryseobacterium haifense,0.10018118393638255
Acidovorax carolinensis,0.0998732910812372
Salmonella enterica,0.09967372860713804
Leishmania mexicana,0.09899762930714205
Leptothrix cholodnii,0.09895543625678613
Pasteurella multocida,0.09853375176539134
Rubrobacter sp. SCSIO 52909,0.09837991958950416
Pseudomonas balearica,0.09811828790593663
Sphaerotilus natans,0.09745413252354122
Pantoea dispersa,0.09638903676789802
Bradyrhizobium sp. ORS 285,0.09564510166892358
Sphingomonas indica,0.09483306639029958
Bradyrhizobium sp. S23321,0.09463798749049511
Chroococcidiopsis thermalis,0.09447634029817928
Microbacterium sp. 4R-513,0.09210066963749171
Acinetobacter haemolyticus,0.09180717994679682
Enterobacter cloacae,0.09177355886031996
Pseudomonas tolaasii,0.09168638254191849
Acinetobacter pittii,0.0915616454380484
Streptococcus sp. oral taxon 431,0.09152517858331052
Dietzia psychralcaliphila,0.09097287747619758
Staphylococcus saprophyticus,0.09052826420341199
Lysobacter oculi,0.09015552763800865
Brachybacterium avium,0.08979309692916941
Pseudescherichia vulneris,0.08921328998712312
Sphingomonas sp. MM-1,0.08913006665377929
Mixta calida,0.08897471928884913
Rhizobium leguminosarum,0.0888971818413804
Sphingomonas sp. C33,0.08854730169583362
Tessaracoccus sp. T2.5-30,0.0883958246958079
Pseudomonas graminis,0.0882987112903573
Thermomonas sp. SY21,0.08759613072108642
Erwinia gerundensis,0.08745747535013983
Serinicoccus chungangensis,0.08677791005242765
Methylobacterium currus,0.08664247290687077
Kribbella flavida,0.08651915341895287
Actinoplanes sp. N902-109,0.08594496538000694
Cellulomonas sp. H30R-01,0.08543810952970371
Nonomuraea sp. ATCC 55076,0.08542756026603444
Massilia plicata,0.08446599971693354
Streptococcus salivarius,0.08365859932479569
Leclercia adecarboxylata,0.08166458435539285
Corynebacterium glaucum,0.08141978874439684
Hymenobacter sp. DG25B,0.08079673803011303
Kocuria sp. BT304,0.07980104003728763
Sanguibacter keddieii,0.07969606925912327
Sphingomonas sp. HDW15C,0.07907338816835183
Faecalibacterium prausnitzii,0.07885852788303253
Psychrobacter sp. P11F6,0.07865077419535502
Chryseobacterium indoltheticum,0.078614710785845
Inhella inkyongensis,0.07811693502050142
Chryseobacterium sp. H6466,0.07763746654080292
Paracoccus aminovorans,0.07760329008694386
Miniimonas sp. S16,0.07752364745078487
Brevundimonas mediterranea,0.07727129182180591
Deinococcus puniceus,0.07722199756101661
Bradyrhizobium sp. 4(2017),0.07707170060894995
Burkholderiales bacterium JOSHI_001,0.07704450988316433
Hymenobacter nivis,0.07617660437680848
Microbacterium pygmaeum,0.07587685525116905
Duganella sp. AF9R3,0.07580619246105276
Microbacterium oxydans,0.07566391219172326
Bradyrhizobium oligotrophicum,0.07515297981127628
Colletotrichum higginsianum,0.07449242931524351
Nocardioides sp. dk3136,0.07352993849535966
Stenotrophomonas sp. 364,0.07333859715223666
Chryseobacterium sp. F5649,0.07328985966476985
Bradyrhizobium sp. CCBAU 051011,0.07326473371556445
Babesia bigemina,0.07239328669286313
Tetrasphaera sp. HKS02,0.07203769557573587
Gordonia sp. JH63,0.071279294642347
Iamiaceae bacterium SCSIO 58843,0.07125244595140469
Serinicoccus sp. W204,0.07122328466010235
Microbacterium sp. No. 7,0.07117434044008296
Acidovorax sp. 1608163,0.07105136849958921
Microbacterium sp. LKL04,0.07100706086149139
Saccharothrix syringae,0.07090487743368278
Pseudomonas lundensis,0.07081448785315855
Enterobacter hormaechei,0.07041423344484897
Georgenia sp. Z294,0.07011044838493748
Tessaracoccus flavus,0.06970749026659594
Comamonas testosteroni,0.069675194916261
Cellulomonas fimi,0.06940140963178588
Mycolicibacterium psychrotolerans,0.06938131924714178
Massilia flava,0.06917900251880474
Pseudomonas moraviensis,0.06866200566992615
Corynebacterium variabile,0.06817411306002145
Serinicoccus sp. JLT9,0.0677290297554232
Rheinheimera sp. LHK132,0.06754656713980185
Brevundimonas sp. M20,0.06739158527687546
Kocuria rhizophila,0.0664657645706991
Sphingopyxis macrogoltabida,0.06582602399560336
Corynebacterium riegelii,0.06521021780184957
Brevundimonas sp. MF30-B,0.0650188133339298
Luteimonas sp. YGD11-2,0.06500896182523672
Bradyrhizobium sp. ORS 278,0.0647546400472362
Paracoccus jeotgali,0.06416387161233442
Fusobacterium nucleatum,0.06384187917039583
Pseudomonas chlororaphis,0.06378745453270314
Lysobacter enzymogenes,0.06369238279449356
Cupriavidus basilensis,0.06339053992353437
Deinococcus actinosclerus,0.0628018591715672
Methylobacterium sp. 17Sr1-1,0.06271260926544964
Corynebacterium urealyticum,0.06261521337901271
Sporisorium graminicola,0.06260926950375156
Prevotella intermedia,0.06221111862622715
Sphingomonas sp. HDW15B,0.06170805532974681
Actinoplanes derwentensis,0.06120122858463408
Mycolicibacterium phocaicum,0.06093419002057739
Actinoplanes sp. OR16,0.060607687972810326
Buchnera aphidicola,0.06025826826762204
Thermothelomyces thermophilus,0.06010121200380406
Brevundimonas sp. GW460-12-10-14-LB2,0.06006795483338088
Methylobacterium terrae,0.060061501888239416
Lacrimispora sphenoides,0.05989917416656183
Pseudomonas sp. R2A2,0.05988717918304679
Clostridium perfringens,0.059883769862664867
Paracoccus pantotrophus,0.05947850532026155
Pseudonocardia autotrophica,0.059476026372695584
Bradyrhizobium icense,0.05934798286245043
Cellulomonas sp. JZ18,0.0592770208470173
Acinetobacter sp. WCHA55,0.05926043106741298
Janthinobacterium agaricidamnosum,0.05923837303829514
Acinetobacter sp. WCHA45,0.0592010769958121
Corallococcus coralloides,0.05890583432366188
Rothia aeria,0.05873968926588654
Atlantibacter hermannii,0.05811571630474881
Brevundimonas sp. 'scallop',0.05804103688018645
Pantoea sp. SO10,0.05776195095455058
Pseudomonas sp. THAF7b,0.05750956805103792
Streptococcus gwangjuense,0.057369233463902686
Pseudomonas koreensis,0.05685439826821078
Thermothielavioides terrestris,0.056846822694101073
Cloacibacterium normanense,0.056483010644839605
Microbacterium chocolatum,0.05587874022180846
Brevibacterium linens,0.05572238085268677
Rhodoferax koreense,0.05556962666458336
Rubrobacter sp. SCSIO 52915,0.05504873598342918
Archangium gephyra,0.05491407039213111
Actinoplanes teichomyceticus,0.054259052120511866
Alicycliphilus denitrificans,0.05357901783643703
Methylobacterium phyllosphaerae,0.05343315149424853
Deinococcus geothermalis,0.05334047356123444
Paracoccus denitrificans,0.05314171543468853
Brevibacterium aurantiacum,0.05290958553826827
Roseomonas sp. FDAARGOS_362,0.05276744563831725
Agrococcus jejuensis,0.05273701785152774
Neisseria elongata,0.05266453017308213
Staphylococcus simulans,0.0525839185975259
Pseudonocardia sp. HH130630-07,0.05254547838947245
Dietzia timorensis,0.05187748749059426
Bosea sp. Tri-49,0.05180768082024855
Bradyrhizobium sp. WSM471,0.05158945928463461
Pseudomonas oleovorans,0.051437010854482275
Aerococcus urinaeequi,0.05114117830586761
Pseudonocardia sp. AL041005-10,0.05091523637030599
Mycolicibacterium aurum,0.05083258384841767
Veillonella dispar,0.05066723826395455
Pseudomonas syringae,0.050300513226833016
Luteitalea pratensis,0.050296526709120465
Actinoplanes missouriensis,0.05008169118371167
Serinicoccus marinus,0.04996463387949028
Microbacterium sp. ABRD_28,0.04965853680607927
Phenylobacterium zucineum,0.049562385208932046
Octadecabacter temperatus,0.049484326702068634
Planctomycetes bacterium ETA_A1,0.049241233407867555
Tsukamurella tyrosinosolvens,0.04770718572935266
Acetobacteraceae bacterium,0.04718273190933459
Aspergillus fumigatus,0.04711951995957515
Streptococcus parasanguinis,0.046521271065537016
Pseudomonas monteilii,0.04627441423059973
Microbacterium oleivorans,0.046180439162118704
Bradyrhizobium lablabi,0.04613792384147549
Microbacterium sp. BH-3-3-3,0.04595568177876587
Deinococcus radiodurans,0.045944379791253175
Xylophilus sp. KACC 21265,0.045705828591462
Cystobacter fuscus,0.045416373678584275
Chryseobacterium sp. 3008163,0.045345847629535606
Tessaracoccus flavescens,0.045307962686603476
Chryseobacterium taklimakanense,0.04518889633077428
Microbacterium hominis,0.04499708166917106
Streptococcus sp. 116-D4,0.04482443420416007
Pseudomonas sp. phDV1,0.04481596097151272
Psychrobacter sp. DAB_AL43B,0.04472852120582056
Mycolicibacterium gilvum,0.04466442771038593
Brevundimonas sp. LM2,0.04445615322543069
Halomonas sp. JS92-SW72,0.04445024430871662
Brevundimonas vancanneytii,0.04405094050874643
Lacrimispora saccharolytica,0.043882236620622676
Shewanella sp. WE21,0.04369429127493644
Lactobacillus fermentum,0.043556696127358845
Aerococcus viridans,0.04349119849361813
Shewanella baltica,0.04348027918802706
Acinetobacter nosocomialis,0.043084395175005764
Leclercia sp. 29361,0.04296637251025466
Paenibacillus odorifer,0.04284919547847338
Altererythrobacter sp. NS1,0.042809781510589694
Massilia sp. NR 4-1,0.042788426816710017
Cellulomonas shaoxiangyii,0.04273784723892787
Pseudomonas azotoformans,0.04273153051703836
Pseudomonas sp. CFSAN084952,0.042323571986049954
Pseudomonas fragi,0.04230610562529674
Ornithinimicrobium sp. H23M54,0.04197130670967239
Pseudomonas luteola,0.041940593137422
Ralstonia insidiosa,0.041860853106331274
Acinetobacter towneri,0.041467731481128416
Actinomyces sp. oral taxon 897,0.04146627547373548
Acinetobacter wuhouensis,0.04133905702241124
Rhodococcus sp. PBTS 2,0.041262025277976656
Chryseobacterium balustinum,0.04122792223219506
Acinetobacter sp. TTH0-4,0.040876503617019326
Brevundimonas vesicularis,0.04054536784443493
Luteimonas sp. Gr-4,0.04015203598116011
Rathayibacter sp. VKM Ac-2760,0.04000257607661643
Erwinia billingiae,0.03988252027452209
Actinomyces radicidentis,0.03966130517441666
Acinetobacter sp. LoGeW2-3,0.039595324415058766
Lactobacillus iners,0.0395639965151095
Psychrobacter sp. AntiMn-1,0.03873864599615135
Lysinibacillus sp. YS11,0.038683248461741884
Microbacterium sp. 10M-3C3,0.03846386259320439
Pseudomonas xanthomarina,0.03843374862451744
Chryseobacterium sp. H3001,0.03824403112143542
Stenotrophomonas sp. SAU14A_NAIMI4_5,0.038215550901529435
Cellulomonas flavigena,0.03809634334769488
Qipengyuania sediminis,0.038073749739493096
Streptococcus cristatus,0.03781211881091214
Dolosigranulum pigrum,0.03754427720015775
Mycobacterium grossiae,0.03751371455705515
Pantoea rwandensis,0.0373030048462877
Bradyrhizobium sp. LCT2,0.03722384898913694
Streptococcus sp. LPB0220,0.03685378698338313
Lysobacter sp. TY2-98,0.03679474821267722
Pochonia chlamydosporia,0.036271437062609456
Pseudomonas entomophila,0.036014359175603174
Sinomonas atrocyanea,0.03598103771693129
Hymenobacter jejuensis,0.035453347645616536
Pantoea ananatis,0.03545229821320903
Streptococcus sp. HSISM1,0.03526042883203963
Microbacterium sp. Y-01,0.03523099194544816
Delftia tsuruhatensis,0.034878690569098286
Bradyrhizobium paxllaeri,0.034820163766817604
Stenotrophomonas sp. ESTM1D_MKCIP4_1,0.03476026611120175
Pseudomonas synxantha,0.03464169187581187
Variovorax sp. PBL-H6,0.034638913839904945
Ottowia oryzae,0.03457823987281806
Agromyces aureus,0.034431155703472
Paracoccus sp. SC2-6,0.034353483196548365
Pseudomonas sp. 02C 26,0.03426841102170581
Luteimonas sp. 100111,0.034236989673884395
Microlunatus soli,0.033955989503546224
Collinsella aerofaciens,0.0338985741369918
Lysobacter soli,0.03357819255287923
Microbacterium testaceum,0.033499897442709335
Corynebacterium maris,0.03315952573002265
Ochrobactrum anthropi,0.03291267998950261
Pantoea sp. At-9b,0.03283991901164577
Variovorax boronicumulans,0.03280663290550669
Microbacterium sp. PM5,0.03278774816555105
Acinetobacter sp. WCHAc010034,0.032672864541224866
Streptomyces albus,0.03259367831652211
Plasmodium malariae,0.03255913718245095
Fusarium venenatum,0.03243032853238206
Sphingobium cloacae,0.03234356573949535
Amycolatopsis mediterranei,0.032128402019462945
Thermomonas sp. HDW16,0.03210851309969196
Enterococcus faecalis,0.03202883895067083
Klebsiella aerogenes,0.031780853434995995
Corynebacterium sp. ATCC 6931,0.03172338152152477
Dictyostelium discoideum,0.031607782411583026
Caulobacter segnis,0.03158228640367963
Variovorax sp. PBS-H4,0.03154764519906156
Sphingobacterium daejeonense,0.031358484078497645
Cupriavidus pauculus,0.03128884846923636
Sphingomonas wittichii,0.031087788159289313
Klebsiella variicola,0.03096843675814573
Novosphingobium resinovorum,0.030946339903721545
Chryseobacterium gleum,0.030896094488455834
Streptococcus australis,0.030872537735121146
Hymenobacter sp. HDW8,0.030746894179909605
Prevotella jejuni,0.03073664053962289
Empedobacter brevis,0.03072216156313515
Sphingomonas sp. AE3,0.030546496345507296
Hymenobacter oligotrophus,0.030512951779919324
Debaryomyces hansenii,0.03047474297617965
Pseudomonas simiae,0.030444320225528034
Pyricularia pennisetigena,0.03033582999648587
Chryseobacterium sp. NEB161,0.030127226676433458
Microbacterium sediminis,0.03008543690812238
Jiangella sp. DSM 45060,0.030036678416759294
Clostridium argentinense,0.03001785131078807
Kosakonia cowanii,0.0299047829745959
Microterricola viridarii,0.029873162223737124
Sphingomonas sp. IC081,0.029822812923394292
Pseudomonas fulva,0.02978515798774292
Bosea sp. RAC05,0.029765969865317023
Pyricularia oryzae,0.029725454302001717
Brochothrix thermosphacta,0.02971534296559537
Pseudomonas orientalis,0.02971127018613801
Cupriavidus oxalaticus,0.02961859026322482
Jiangella alkaliphila,0.029612063709244046
Variovorax sp. WDL1,0.029603606261399212
Variovorax sp. RA8,0.029541171542237666
Hydrogenophaga sp. NH-16,0.02942726168527168
Peptoniphilus harei,0.02938299781219993
Melittangium boletus,0.02935062155277986
Cellulomonas gilvus,0.029031850288113906
Pauljensenia hongkongensis,0.028988836397692317
Enterococcus casseliflavus,0.028980685140966016
Acinetobacter sp. ACNIH2,0.02892798049474363
Pseudomonas sp. LTJR-52,0.02869581215070553
Corynebacterium mycetoides,0.028654799130459034
Flavisolibacter sp. 17J28-1,0.028628516859445487
Ensifer adhaerens,0.02861409537417501
Pseudomonas sp. R32,0.02857666270854127
Chryseobacterium shandongense,0.028492369394182194
Acidovorax avenae,0.028370698988328585
Enterobacter sp. E76,0.02831930984208024
Exiguobacterium mexicanum,0.028277092604038975
Pseudopropionibacterium propionicum,0.02819840277295833
Megamonas funiformis,0.0280305621420456
Hymenobacter sp. 17J36-26,0.02798057760076482
Chryseobacterium sp. G0201,0.027955535481158943
Pseudomonas sp. DG56-2,0.02795513983984219
Fusarium verticillioides,0.02780658223624545
Microlunatus sp. KUDC0627,0.02780003737372682
Bacillus cereus,0.027645341447644342
Curtobacterium sp. SGAir0471,0.027537445873187957
Corynebacterium efficiens,0.027461100783063006
Pseudomonas sp. SNU WT1,0.02741100464060616
Psychrobacter sp. P11G3,0.027303558244286142
Leuconostoc mesenteroides,0.027203617505972066
Pseudomonas alkylphenolica,0.027193044745226908
Curtobacterium sp. BH-2-1-1,0.027192142325728686
Veillonella atypica,0.027163511299706018
Pyricularia grisea,0.027040283152551924
Chryseobacterium indologenes,0.026988500115031372
Acinetobacter guillouiae,0.02696730793405759
