Taxa,0,Mean_rel_abt_on_kiosk
Nocardioides.sp..zg.579,-1.0017140694315732,0.0007362378571428572
Nocardioides.sp..R.3366,-0.9703843786989363,0.0006941227142857143
Serinicoccus.chungangensis,-0.9538109708555389,0.0008909384285714285
Cloacibacterium.normanense,-0.9461841470458658,0.0013487791428571428
Serinicoccus.marinus,-0.9458671157992917,0.0009616552857142857
Paracoccus.zhejiangensis,-0.8577688043117391,0.0014034352857142857
Phycicoccus.sp..HDW14,-0.8364252513616144,0.001037931857142857
Serinicoccus.profundi,-0.8264652432955657,0.0014571167142857142
Serinicoccus.sp..JLT9,-0.8227202249211771,0.0007667241428571429
Paracoccus.yeei,-0.8135040155478199,0.0032871085714285715
Corynebacterium.xerosis,-0.7768658282189964,0.001162207857142857
Lysobacter.oculi,-0.6573296342163779,0.0009432984285714286
Pseudomonas.alcaligenes,-0.6529014583287465,0.0037779478571428574
Janibacter.melonis,-0.5975893036397606,0.0034185441428571427
Stenotrophomonas.acidaminiphila,-0.5949110566654312,0.0008071292857142857
Chryseobacterium.taklimakanense,-0.49411875485256296,0.0008985632857142857
Paracoccus.sanguinis,-0.4776287135582402,0.007300703857142857
Paracoccus.sp..Arc7.R13,-0.43727382300737183,0.006864853285714285
Brachybacterium.sp..SGAir0954,-0.4006390992871971,0.002128869
Brachybacterium.avium,-0.3910043034073798,0.001028969
Brevundimonas.naejangsanensis,-0.38538408388756196,0.0009188991428571428
Sphingobium.yanoikuyae,-0.3817263687389385,0.0017515415714285715
Brachybacterium.sp..P6.10.X1,-0.37487553776876226,0.0017140529999999999
Brachybacterium.vulturis,-0.36418003492032014,0.0012051084285714287
Luteimonas.sp..YGD11.2,-0.3611849550907724,0.0012999875714285714
Kytococcus.sedentarius,-0.3573447881387217,0.0069952221428571425
Pseudoxanthomonas.suwonensis,-0.35229029928578015,0.002148503
Brachybacterium.ginsengisoli,-0.349547996736133,0.0019952918571428573
Brachybacterium.faecium,-0.3422990643844894,0.002164274
Brachybacterium.saurashtrense,-0.318761881935389,0.003296586714285714
Dietzia.timorensis,-0.28780309911322455,0.0018126085714285714
Gordonia.terrae,-0.2063358311815211,0.0019436461428571428
Rheinheimera.sp..LHK132,-0.18947593550656627,0.004878397571428572
Pseudomonas.mendocina,-0.15243789648381068,0.005266164142857142
Moraxella.osloensis,-0.13048850091099062,0.011076792428571429
Stenotrophomonas.maltophilia,-0.11397288770288228,0.002611103
Janibacter.limosus,-0.10091485793483912,0.002857184571428571
Gordonia.sp..JH63,-0.0674631289750689,0.0015282407142857143
Dietzia.lutea,-0.05907792094634168,0.0012140302857142856
Brevibacterium.linens,-0.05562566780205458,0.0013510585714285714
Dietzia.sp..oral.taxon.368,-0.04492310677650302,0.0016784550000000001
Escherichia.coli,-0.007637069460603385,0.001318187142857143
Janibacter.indicus,0.020532855260325,0.013434054
Kocuria.palustris,0.05851835776978298,0.018241535285714285
Pseudomonas.aeruginosa,0.11870282840554758,0.003013645714285714
Acinetobacter.sp..ACNIH1,0.22128353035688875,0.002718307142857143
Staphylococcus.arlettae,0.23290011532096777,0.008833457
Micrococcus.luteus,0.27823198752418676,0.061526038000000005
Pseudomonas.putida,0.2785173289509739,0.0018156275714285713
Staphylococcus.saprophyticus,0.2876363694816977,0.002458778857142857
Brevibacterium.sp..CS2,0.2930620238257253,0.004449879714285714
Staphylococcus.haemolyticus,0.31404266817641613,0.0013375365714285714
Corynebacterium.jeikeium,0.39022637259157467,0.004277833714285714
Corynebacterium.minutissimum,0.535102854227226,0.0029162675714285713
Staphylococcus.hominis,0.5638474586933651,0.004487171
Acinetobacter.schindleri,0.5713736199962849,0.006474125142857143
Comamonas.aquatica,0.5790212105756627,0.004575347285714286
Thalassiosira.pseudonana,0.5819590922343583,0.002827411428571429
Rothia.mucilaginosa,0.658714019513507,0.0018198454285714286
Brevibacterium.luteolum,0.6820649999981896,0.001990845
Micrococcus.sp..KBS0714,0.7036908042796597,0.0026059720000000002
Aeromonas.caviae,0.710049195138966,0.0021512989999999997
Pseudomonas.oryzihabitans,0.7323410899394798,0.003237590571428572
Acinetobacter.junii,0.8225345761232337,0.015237509857142856
Acinetobacter.towneri,0.8268728281792725,0.0033129634285714283
Staphylococcus.epidermidis,0.8405956476588603,0.003509076285714286
Aspergillus.oryzae,0.8977660514920407,0.004324054714285714
Corynebacterium.segmentosum,0.9295741142696006,0.006091208
Aspergillus.fumigatus,0.9432263998570303,0.003243836857142857
Cutibacterium.granulosum,0.9495947726003067,0.0036917488571428575
Staphylococcus.capitis,1.0964846717009173,0.0024244095714285713
Corynebacterium.sanguinis,1.1751340368669947,0.005641064
Corynebacterium.ureicelerivorans,1.2029856875748823,0.007850847142857142
Cutibacterium.acnes,1.203080969664955,0.07846381628571429
Pseudomonas.stutzeri,1.206276605432897,0.11167674071428571
Acinetobacter.baumannii,1.3298925560767314,0.0050151331428571425
Malassezia.restricta,1.54746594919032,0.024696471857142858
Acinetobacter.indicus,1.6124841187528194,0.023511771142857147
Acinetobacter.johnsonii,2.018926420880942,0.013404892857142857
