feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Chryseobacterium.taklimakanense	is_Rod	Rod	-0.0014296963189386	0.000408434776953248	41	41	0.00120358753025063	0.00766174176892524
Staphylococcus.saprophyticus	Year_categorical	Batch_2	-0.00233458837817156	0.000678978300783945	41	41	0.0014336765839973	0.00781353738278526
Nocardioides.sp..zg.579	is_Rod	Rod	-0.00179045299138442	0.000521751917915086	41	41	0.00147784682697553	0.0078578197141626
Phycicoccus.sp..HDW14	is_Rod	Rod	-0.00187889134174572	0.000550855611910855	41	41	0.00155763964391181	0.00808489148506608
Nocardioides.sp..R.3366	is_Rod	Rod	-0.00172276860390623	0.00050819463677053	41	41	0.00166226961696474	0.0084273203836817
Ornithinimicrobium.flavum	is_Rod	Rod	-0.00294135269686338	0.000873797874683204	41	41	0.00175460819853638	0.00869328607456659
Kocuria.rosea	is_Rod	Rod	-0.00198892280479314	0.000594732991695049	41	41	0.00186519500362631	0.00903583357312301
Nocardioides.seonyuensis	is_Rod	Rod	-0.0020483777300024	0.000617457429373642	41	41	0.00203724457224844	0.00965476775543827
Nocardioides.sp..HDW12B	is_Rod	Rod	-0.00190954835442046	0.000583598774194163	41	41	0.00231066827048797	0.0107175677226889
Tessaracoccus.flavus	is_Rod	Rod	-0.00204488912078619	0.000652803590145831	41	41	0.00333103051757222	0.0151284302673072
Acinetobacter.schindleri	Year_categorical	Batch_2	0.00225700370372297	0.000718769507799066	41	41	0.00347271611659756	0.0154500431309851
Cutibacterium.acnes	is_Rod	Rod	0.0408820651630973	0.0132012721291061	41	41	0.00366653661795026	0.0156654905372309
Staphylococcus.arlettae	Year_categorical	Batch_2	-0.00508823410909628	0.00164143550309686	41	41	0.0036367136567161	0.0156654905372309
Exiguobacterium.mexicanum	is_Rod	Rod	-0.00181795935461651	0.000588381528239171	41	41	0.00373672251346793	0.0156654905372309
Luteimonas.sp..YGD11.2	is_Rod	Rod	-0.001246565635829	0.000399427846466623	41	41	0.00420713878213386	0.0173048349906638
Propioniciclava.sp..HDW11	is_Rod	Rod	-0.00314689810512034	0.0010410662219948	41	41	0.00446839387925905	0.0180390715866384
Tessaracoccus.sp..T2.5.30	is_Rod	Rod	-0.00299080261998721	0.000999554195309171	41	41	0.00484606196102693	0.0186249150112183
Dietzia.lutea	is_Rod	Rod	-0.00107574323782307	0.000358169060451559	41	41	0.00470461791815713	0.0186249150112183
Acinetobacter.johnsonii	is_Rod	Rod	0.00880360202106828	0.00294406696111329	41	41	0.00486981722770386	0.0186249150112183
Deinococcus.sp..NW.56	is_Rod	Rod	-0.00285671516085003	0.000965534806005541	41	41	0.00529272056999578	0.0198933290389497
Acinetobacter.baumannii	is_Rod	Rod	0.00203065725853543	0.000705443606198523	41	41	0.00652479475226423	0.0241085636609085
Cloacibacterium.normanense	is_Rod	Rod	-0.00247112380004794	0.000867518768310238	41	41	0.00705338946147355	0.0256273150433539
Kocuria.flava	is_Rod	Rod	-0.00451601203477434	0.00164097011480384	41	41	0.00902731348891878	0.0322615465669556
Janibacter.limosus	is_Rod	Rod	-0.00124185842136613	0.000458392013695562	41	41	0.0100604896223863	0.0353739796400033
Dietzia.sp..oral.taxon.368	is_Rod	Rod	-0.00109669477343914	0.000413464433772026	41	41	0.0115954141957709	0.0401238142012389
Stenotrophomonas.maltophilia	is_Rod	Rod	-0.00125682262714423	0.000475525822512717	41	41	0.0118722890615933	0.0404399846160522
Serinicoccus.profundi	Year_categorical	Batch_2	0.00111592984128349	0.000430013734607766	41	41	0.0133648844868029	0.0448237664326619
Pseudoxanthomonas.suwonensis	is_Rod	Rod	-0.00228610930318555	0.000943323305579766	41	41	0.0204431998090576	0.0675245084602207
Microbacterium.aurum	is_Rod	Rod	-0.00353578355556517	0.00147064913213514	41	41	0.0212159977565308	0.0690311568794583
Staphylococcus.haemolyticus	is_Rod	Rod	-0.000794813765805334	0.000333068997708959	41	41	0.0221024012887918	0.0708576982493621
Paracoccus.sanguinis	is_Rod	Rod	-0.00357945242949763	0.00155558540124694	41	41	0.0270521539780926	0.0854691241626694
Kocuria.sp..KD4	is_Rod	Rod	-0.00212573016319564	0.000955667714818615	41	41	0.032141989127515	0.100099337568547
Serinicoccus.marinus	Year_categorical	Batch_2	0.000798126716883675	0.000369776917467646	41	41	0.0372788542366408	0.113168447280555
Escherichia.coli	is_Rod	Rod	-0.00114118309729833	0.000528822084126886	41	41	0.0373767348816513	0.113168447280555
Cloacibacterium.normanense	Year_categorical	Batch_2	-0.00145473138927944	0.000686050995435537	41	41	0.0408100544596981	0.121871121537181
Corynebacterium.segmentosum	is_Rod	Rod	0.00177222354971253	0.000840906997415215	41	41	0.0417268631120823	0.12292508322208
Geodermatophilus.obscurus	is_Rod	Rod	-0.0039370533517779	0.00188227362057474	41	41	0.0437413052746593	0.127141393998343
Acinetobacter.sp..ACNIH1	Year_categorical	Batch_2	0.000695715016716117	0.00033687767164779	41	41	0.0469386741707037	0.13463988117386
Ornithinimicrobium.flavum	Year_categorical	Batch_2	0.00139482673703364	0.000693351664784773	41	41	0.0513802132072757	0.145272722145338
Corynebacterium.ureicelerivorans	is_Rod	Rod	0.0032640025668275	0.00163164745981858	41	41	0.0526447020618426	0.145272722145338
Corynebacterium.xerosis	is_Rod	Rod	-0.00195604293102379	0.000976973651878841	41	41	0.0524440424896226	0.145272722145338
Chroococcidiopsis.thermalis	is_Rod	Rod	-0.00274378666340962	0.00142255611951404	41	41	0.0613137577046428	0.166318765562902
Paracoccus.sp..Arc7.R13	Year_categorical	Batch_2	0.00269210824963439	0.00139882541629804	41	41	0.0617973394981425	0.166318765562902
Gordonia.sp..JH63	is_Rod	Rod	-0.00103145478161811	0.000551335682607645	41	41	0.0694930330934885	0.184749770907079
Corynebacterium.sanguinis	is_Rod	Rod	0.00214276512319083	0.00118235025668634	41	41	0.0778481645037279	0.204468673033888
Paracoccus.sp..Arc7.R13	is_Rod	Rod	-0.00316449205660463	0.0017628726343269	41	41	0.0805983885661878	0.207029514322238
Thalassiosira.pseudonana	Year_categorical	Batch_2	-0.000872880874605913	0.000484395718106163	41	41	0.0807225170522489	0.207029514322238
Staphylococcus.hominis	Year_categorical	Batch_2	-0.00101028530163305	0.000575197766239648	41	41	0.0870747384594365	0.220724337025083
Acinetobacter.junii	is_Rod	Rod	0.00553878949597166	0.00325894363175765	41	41	0.0973858602886086	0.244024339573755
Kocuria.palustris	Year_categorical	Batch_2	-0.00323379205482678	0.00191663928855987	41	41	0.100687357810845	0.246669291609266
Gordonia.terrae	is_Rod	Rod	-0.00121524581295193	0.000721365061968198	41	41	0.100704435565251	0.246669291609266
Kytococcus.sedentarius	is_Rod	Rod	-0.00227717900386076	0.00141007538053235	41	41	0.114866998922811	0.272184845273616
Acinetobacter.schindleri	is_Rod	Rod	0.00151401635437763	0.000936896511918831	41	41	0.114636395235343	0.272184845273616
Sphingobium.yanoikuyae	is_Rod	Rod	-0.00150104174781934	0.000925358974168803	41	41	0.113243343721624	0.272184845273616
Pseudomonas.putida	is_Rod	Rod	-0.000696810247717461	0.000439419103440282	41	41	0.121267969491163	0.284262552140575
Corynebacterium.jeikeium	Year_categorical	Batch_2	-0.00108215848429806	0.000701536371170246	41	41	0.131537852235607	0.305055870078323
Staphylococcus.capitis	Year_categorical	Batch_2	-0.000519637355921408	0.000370543128725659	41	41	0.168922740192878	0.387633235389972
Malassezia.restricta	Year_categorical	Batch_2	-0.00354605734083402	0.00258385705829873	41	41	0.178342381784509	0.404985825302322
Cutibacterium.granulosum	is_Rod	Rod	0.000747702923390569	0.000561839014254235	41	41	0.19118099438688	0.429664502848865
Luteimonas.sp..YGD11.2	Year_categorical	Batch_2	-0.000377876495473387	0.000288666632216403	41	41	0.201991739058639	0.449328562395748
Moraxella.osloensis	Year_categorical	Batch_2	0.00574697937703043	0.00446787924639091	41	41	0.206750960682171	0.455269792209226
Brevibacterium.sp..CS2	Year_categorical	Batch_2	-0.000751898746764832	0.000589376164438014	41	41	0.210227358649855	0.458295641856684
Serinicoccus.chungangensis	Year_categorical	Batch_2	0.000493366081722927	0.000393619211271299	41	41	0.217713983212084	0.46991731029935
Acinetobacter.sp..ACNIH1	is_Rod	Rod	-0.000546539121123421	0.000439261515104405	41	41	0.22140905340967	0.473207584738314
Janibacter.indicus	Year_categorical	Batch_2	-0.00345461039956708	0.00279202787376625	41	41	0.223952462661092	0.473996474370078
Acinetobacter.indicus	Year_categorical	Batch_2	0.00285384267462338	0.00238045034265535	41	41	0.238002740737731	0.498890360392551
Serinicoccus.sp..JLT9	Year_categorical	Batch_2	0.000376759189856507	0.000317009130305309	41	41	0.242504733515822	0.50348601815666
Micrococcus.luteus	is_Rod	Rod	0.00917269222844515	0.00810399471426627	41	41	0.265093545727574	0.531456629568094
Micrococcus.sp..KBS0714	Year_categorical	Batch_2	-0.000311956287498071	0.000284859622413876	41	41	0.280355561469407	0.531456629568094
Ornithinimicrobium.sp..AMA3305	Year_categorical	Batch_2	0.000474017934742152	0.000429199782402723	41	41	0.276354243524114	0.531456629568094
Corynebacterium.minutissimum	Year_categorical	Batch_2	-0.00049627683870311	0.000449297035509557	41	41	0.276757056678399	0.531456629568094
Corynebacterium.xerosis	Year_categorical	Batch_2	-0.000870583748416602	0.000775220823496098	41	41	0.268476898550008	0.531456629568094
Dietzia.timorensis	is_Rod	Rod	-0.00141828606878584	0.0012753347798527	41	41	0.273779409622406	0.531456629568094
Staphylococcus.epidermidis	is_Rod	Rod	0.000532102788837419	0.000480887346530093	41	41	0.275465135973143	0.531456629568094
Exiguobacterium.mexicanum	Year_categorical	Batch_2	0.000530594456522727	0.000466876063621856	41	41	0.262872924069622	0.531456629568094
Acinetobacter.baumannii	Year_categorical	Batch_2	0.000615087214355923	0.000559763891559991	41	41	0.278754215086121	0.531456629568094
Pseudomonas.aeruginosa	is_Rod	Rod	-0.000909050013113098	0.000806795856119485	41	41	0.266947607978528	0.531456629568094
Pseudomonas.alcaligenes	is_Rod	Rod	-0.0030933901582188	0.0028832007494904	41	41	0.290081791114768	0.545153710888099
Brevibacterium.linens	Year_categorical	Batch_2	-0.000232626447901886	0.000230491345467331	41	41	0.321615882305489	0.599250105492279
Corynebacterium.segmentosum	Year_categorical	Batch_2	-0.000655307447820787	0.000667253015233514	41	41	0.332263701794393	0.60895070270664
Staphylococcus.saprophyticus	is_Rod	Rod	-0.000840109391905809	0.000855683812867444	41	41	0.332408869826102	0.60895070270664
Ornithinimicrobium.sp..HY006	Year_categorical	Batch_2	0.000345280354144035	0.000355616714048798	41	41	0.338072337437049	0.614164746343972
Brevibacterium.luteolum	Year_categorical	Batch_2	0.00025463065149731	0.000270853624678842	41	41	0.353606128986897	0.63707550511689
Rothia.mucilaginosa	is_Rod	Rod	-0.000351045660464351	0.000391678108932131	41	41	0.375756497014943	0.671433740567684
Brevibacterium.luteolum	is_Rod	Rod	-0.000309924822644513	0.000348314036017734	41	41	0.379240600305852	0.672150007046144
Tessaracoccus.flavus	Year_categorical	Batch_2	0.000451401662655665	0.000517994457435808	41	41	0.388985950141671	0.683862396216808
Tessaracoccus.sp..T2.5.30	Year_categorical	Batch_2	-0.000669174242707501	0.00079313830513891	41	41	0.404114668395216	0.687042590690333
Microbacterium.aurum	Year_categorical	Batch_2	0.000990588852831256	0.00114998970856057	41	41	0.39491723202656	0.687042590690333
Gordonia.sp..JH63	Year_categorical	Batch_2	-0.000356490263346542	0.000423722109734318	41	41	0.406438236979395	0.687042590690333
Lysobacter.oculi	Year_categorical	Batch_2	-0.000300502446058265	0.000354743023842493	41	41	0.402243678823853	0.687042590690333
Massilia.oculi	Year_categorical	Batch_2	0.00428090035011582	0.00510058749562734	41	41	0.406552725683729	0.687042590690333
Kytococcus.sedentarius	Year_categorical	Batch_2	0.000877553112311056	0.00108119560154632	41	41	0.422597588079587	0.708663647702692
Thermomonas.sp..SY21	Year_categorical	Batch_2	-0.000390156353579259	0.000500568109840005	41	41	0.440929939971668	0.733761274151325
Rheinheimera.sp..LHK132	Year_categorical	Batch_2	0.00439261915362668	0.00570187092978509	41	41	0.445836635682077	0.736305958929491
Aspergillus.oryzae	is_Rod	Rod	0.000645081563111374	0.000846658014141868	41	41	0.45081392143006	0.738928081742504
Gordonia.terrae	Year_categorical	Batch_2	-0.000412746803511816	0.000553629597502978	41	41	0.461412752208745	0.745096148011159
Pseudomonas.putida	Year_categorical	Batch_2	0.000254365612304619	0.000340573784305506	41	41	0.460335210055974	0.745096148011159
Rothia.mucilaginosa	Year_categorical	Batch_2	0.000226374212774232	0.000310793464662869	41	41	0.470849047519995	0.749083361458918
Stenotrophomonas.maltophilia	Year_categorical	Batch_2	0.000270700444129417	0.000374225427509678	41	41	0.474190384776746	0.749083361458918
Aeromonas.caviae	is_Rod	Rod	-0.000217147004208436	0.000300058655649593	41	41	0.473692768614032	0.749083361458918
Kocuria.sp..KD4	Year_categorical	Batch_2	0.00051805827014445	0.000758314731871804	41	41	0.498643510537594	0.770986177909574
Corynebacterium.sanguinis	Year_categorical	Batch_2	0.000631973716157162	0.000938185526177193	41	41	0.504634402814957	0.770986177909574
Staphylococcus.epidermidis	Year_categorical	Batch_2	0.000254228421295684	0.000381580285270727	41	41	0.509275273481553	0.770986177909574
Chroococcidiopsis.thermalis	Year_categorical	Batch_2	0.000741938448497969	0.00111071377693732	41	41	0.508600370175931	0.770986177909574
Pseudomonas.oryzihabitans	Year_categorical	Batch_2	0.000334512072500975	0.000499440730807949	41	41	0.50705204564894	0.770986177909574
Chryseobacterium.taklimakanense	Year_categorical	Batch_2	-0.000217309751926302	0.000324089747482164	41	41	0.506579240825408	0.770986177909574
Massilia.oculi	is_Rod	Rod	-0.00415664307821935	0.00642802597827234	41	41	0.521749380246072	0.78442320616306
Corynebacterium.minutissimum	is_Rod	Rod	-0.000357765767049279	0.000576713352796734	41	41	0.538754109836571	0.80444106811214
Acinetobacter.towneri	is_Rod	Rod	0.000391866512972081	0.000644622620159981	41	41	0.546869595715477	0.81100389024472
Janibacter.melonis	Year_categorical	Batch_2	0.000364627200776267	0.000624476664617244	41	41	0.562742904950875	0.823341968317388
Thalassiosira.pseudonana	is_Rod	Rod	-0.000368566490190467	0.000630344613939775	41	41	0.562347675213257	0.823341968317388
Kocuria.palustris	is_Rod	Rod	-0.0013951921785226	0.00247344832198957	41	41	0.576087796517796	0.83521501608973
Dietzia.timorensis	Year_categorical	Batch_2	0.000545673191994272	0.000975371060761893	41	41	0.580148177359716	0.83521501608973
Staphylococcus.haemolyticus	Year_categorical	Batch_2	-0.000146484862658431	0.000264287600989448	41	41	0.582646285569028	0.83521501608973
Pseudomonas.stutzeri	Year_categorical	Batch_2	-0.00598554699963537	0.0109016371248184	41	41	0.58618301587949	0.83521501608973
Micropruina.glycogenica	Year_categorical	Batch_2	0.000244342561609551	0.000457298533702535	41	41	0.596438503675917	0.838709734249919
Brachybacterium.sp..P6.10.X1	Year_categorical	Batch_2	0.000125370099013329	0.00023700790192697	41	41	0.600177607995355	0.838709734249919
Corynebacterium.ureicelerivorans	Year_categorical	Batch_2	-0.000696527032470656	0.00129298312795626	41	41	0.593376530485069	0.838709734249919
Aspergillus.fumigatus	is_Rod	Rod	0.000309997861528759	0.000607721592809025	41	41	0.612932745829333	0.851078589750284
Propioniciclava.sp..HDW11	Year_categorical	Batch_2	0.000385428278727512	0.000826077768194374	41	41	0.64346702579402	0.887821592551243
Aeromonas.caviae	Year_categorical	Batch_2	-0.000108631995774609	0.000238094157076262	41	41	0.650802656048291	0.89229546552533
Kocuria.rosea	Year_categorical	Batch_2	0.000211258875574394	0.000469831718878593	41	41	0.655655887319119	0.8933311464723
Pseudomonas.oryzihabitans	is_Rod	Rod	0.000279265548028889	0.000629421217652489	41	41	0.659785602714436	0.893374294358677
Kocuria.flava	Year_categorical	Batch_2	0.000538502455913851	0.00130209673647215	41	41	0.681517033181721	0.895040551192949
Brachybacterium.vulturis	Year_categorical	Batch_2	9.32645706564859e-05	0.000213961718052015	41	41	0.665607099155546	0.895040551192949
Brachybacterium.avium	Year_categorical	Batch_2	8.54597995769428e-05	0.000206519156333542	41	41	0.681544639899218	0.895040551192949
Staphylococcus.hominis	is_Rod	Rod	0.000300681112760118	0.0007248941787985	41	41	0.680625876240397	0.895040551192949
Staphylococcus.capitis	is_Rod	Rod	0.00019361470646504	0.000466977747085171	41	41	0.68075713527691	0.895040551192949
Sphingobium.yanoikuyae	Year_categorical	Batch_2	0.000285005556868297	0.000715576282046194	41	41	0.692911543704466	0.904519260644153
Brachybacterium.ginsengisoli	Year_categorical	Batch_2	0.000107418186920717	0.000279854113972459	41	41	0.70351220903021	0.911138724668631
Pseudomonas.aeruginosa	Year_categorical	Batch_2	-0.000239721363215929	0.000631102387171499	41	41	0.706341488389902	0.911138724668631
Pseudomonas.mendocina	is_Rod	Rod	-0.00151693539972198	0.00408495462492565	41	41	0.712441642298207	0.9136016354177
Janibacter.indicus	is_Rod	Rod	-0.0011176863819116	0.00354193345990469	41	41	0.754064450069072	0.950306949750985
Brevibacterium.sp..CS2	is_Rod	Rod	-0.000238340474473691	0.000755519213701166	41	41	0.754142671132662	0.950306949750985
Comamonas.aquatica	Year_categorical	Batch_2	0.000473789864524053	0.0014743311466099	41	41	0.74994210860802	0.950306949750985
Pseudomonas.alcaligenes	Year_categorical	Batch_2	0.000686166470347144	0.00228779686640075	41	41	0.765869280009257	0.959537373804702
Paracoccus.jeotgali	Year_categorical	Batch_2	0.000101501915099271	0.000352813730502005	41	41	0.775145238643781	0.960123079683774
Comamonas.aquatica	is_Rod	Rod	0.000540696178168416	0.00187542918680661	41	41	0.774682174110275	0.960123079683774
Cutibacterium.granulosum	Year_categorical	Batch_2	0.000123931066668647	0.000445814789851076	41	41	0.782528715088742	0.963792428753366
Paracoccus.yeei	Year_categorical	Batch_2	0.000184357745633757	0.00069614893133787	41	41	0.792575397579727	0.970682228496519
Nocardioides.sp..JS614	Year_categorical	Batch_2	6.75812644386207e-05	0.000406081531527842	41	41	0.868794926678496	0.970898592180293
Micrococcus.sp..KBS0714	is_Rod	Rod	-6.91452049837546e-05	0.000358994930408901	41	41	0.848291874321125	0.970898592180293
Phycicoccus.sp..HDW14	Year_categorical	Batch_2	6.51480898224792e-05	0.000430331826471905	41	41	0.880557667945729	0.970898592180293
Brachybacterium.faecium	Year_categorical	Batch_2	6.16802163863558e-05	0.000286662862544407	41	41	0.830935081666174	0.970898592180293
Corynebacterium.jeikeium	is_Rod	Rod	-0.000176016341457341	0.000889691168747014	41	41	0.844224947071114	0.970898592180293
Dietzia.lutea	Year_categorical	Batch_2	6.53877320943871e-05	0.000281679186223924	41	41	0.817768083593809	0.970898592180293
Acinetobacter.johnsonii	Year_categorical	Batch_2	-0.000438516545520983	0.00233609372129202	41	41	0.852099948411795	0.970898592180293
Acinetobacter.junii	Year_categorical	Batch_2	0.000548869913891683	0.00258594585542809	41	41	0.833045553713549	0.970898592180293
Acinetobacter.towneri	Year_categorical	Batch_2	-9.66016049521238e-05	0.000511502922810252	41	41	0.851208893285183	0.970898592180293
Moraxella.osloensis	is_Rod	Rod	-0.00142896875875124	0.00565358147425927	41	41	0.801820578070675	0.970898592180293
Pseudomonas.mendocina	Year_categorical	Batch_2	0.000504049269312155	0.00324137900975018	41	41	0.877246668824367	0.970898592180293
Escherichia.coli	Year_categorical	Batch_2	-5.83741117770808e-05	0.000412134106861504	41	41	0.8881853259726	0.970898592180293
Stenotrophomonas.acidaminiphila	Year_categorical	Batch_2	-6.47093969281241e-05	0.000314906567942866	41	41	0.838352952959757	0.970898592180293
Rheinheimera.sp..LHK132	is_Rod	Rod	-0.00109436050522731	0.00718579467420871	41	41	0.879760034134343	0.970898592180293
Paracoccus.sp..AK26	Year_categorical	Batch_2	0.000287956673239316	0.00202746167212123	41	41	0.887808109083264	0.970898592180293
Paracoccus.contaminans	Year_categorical	Batch_2	9.09639456080085e-05	0.000657723329595899	41	41	0.890732653376416	0.970898592180293
Paracoccus.zhejiangensis	Year_categorical	Batch_2	0.000102779711161341	0.000435070411074894	41	41	0.814517547839182	0.970898592180293
Paracoccus.aminovorans	Year_categorical	Batch_2	6.37928703928719e-05	0.000393331241610443	41	41	0.872018636535568	0.970898592180293
Paracoccus.pantotrophus	Year_categorical	Batch_2	6.05469366820761e-05	0.000394600190409619	41	41	0.878864276371392	0.970898592180293
Paracoccus.denitrificans	Year_categorical	Batch_2	5.61703204904579e-05	0.000377903882106398	41	41	0.882626436756551	0.970898592180293
Rhodobacter.sphaeroides	Year_categorical	Batch_2	-7.38766000040232e-05	0.00042234501947914	41	41	0.86214296887499	0.970898592180293
Brevundimonas.naejangsanensis	Year_categorical	Batch_2	7.34020491237039e-05	0.000296379005373949	41	41	0.805862750282631	0.970898592180293
Nocardioides.sp..HDW12B	Year_categorical	Batch_2	5.17393164031462e-05	0.00045191481285307	41	41	0.909527741616484	0.97269846397049
Janibacter.limosus	Year_categorical	Batch_2	4.72021058209829e-05	0.000363730417558054	41	41	0.897431148734889	0.97269846397049
Staphylococcus.arlettae	is_Rod	Rod	-0.000254218161906039	0.00206862249978272	41	41	0.902839915143834	0.97269846397049
Paracoccus.sp..2251	Year_categorical	Batch_2	5.72874470946743e-05	0.000504734602068459	41	41	0.910231590137523	0.97269846397049
Nocardioides.sp..zg.579	Year_categorical	Batch_2	3.64068827104122e-05	0.000405404675196779	41	41	0.928966428670916	0.973628276203172
Nocardioides.sp..R.3366	Year_categorical	Batch_2	4.11650701471063e-05	0.000394322552734418	41	41	0.917465477863719	0.973628276203172
Dietzia.sp..oral.taxon.368	Year_categorical	Batch_2	-3.10207081542784e-05	0.000328080740170102	41	41	0.925167461000922	0.973628276203172
Geodermatophilus.obscurus	Year_categorical	Batch_2	-0.000128765601111869	0.00142676832668668	41	41	0.928654747002357	0.973628276203172
Cutibacterium.acnes	Year_categorical	Batch_2	0.000683052875933244	0.0104751044528588	41	41	0.948350825262545	0.978246946780385
Nocardioides.sp..CF8	Year_categorical	Batch_2	-1.68584821535784e-05	0.000420962187130916	41	41	0.968287698109509	0.978246946780385
Nocardioides.seonyuensis	Year_categorical	Batch_2	-1.83094010989613e-05	0.000478498541057852	41	41	0.969701450973733	0.978246946780385
Micrococcus.luteus	Year_categorical	Batch_2	0.000241153305949709	0.00619869969573637	41	41	0.969198831661678	0.978246946780385
Kocuria.turfanensis	Year_categorical	Batch_2	1.49719700086521e-05	0.000451909024012233	41	41	0.973759575464879	0.978246946780385
Brachybacterium.sp..SGAir0954	Year_categorical	Batch_2	-1.0424384642671e-05	0.000289512074033993	41	41	0.971490097212017	0.978246946780385
Deinococcus.sp..NW.56	Year_categorical	Batch_2	-3.04795129394872e-05	0.000766144190261731	41	41	0.968474415936901	0.978246946780385
