feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Dietzia.lutea	is_Rod	Rod	-0.00109113740663405	0.000352729597917773	41	41	0.00364906506258165	0.00828641857961251
Acinetobacter.johnsonii	is_Rod	Rod	0.00884966468341293	0.00289730759563962	41	41	0.00405233602711385	0.00901438014194713
Deinococcus.sp..NW.56	is_Rod	Rod	-0.00285351353133959	0.000949779163702842	41	41	0.00463206996042498	0.0100979125137265
Tessaracoccus.sp..T2.5.30	is_Rod	Rod	-0.00292051120793811	0.000992389357710463	41	41	0.00545115655129435	0.0116505110606095
Brevibacterium.linens	is_Rod	Rod	-0.00109302789473007	0.000383543497352792	41	41	0.00695321435841012	0.0145750070205135
Kocuria.flava	is_Rod	Rod	-0.00457257741879891	0.00161778762853093	41	41	0.00738688859607085	0.0151919029617306
Acinetobacter.baumannii	is_Rod	Rod	0.00196604725702745	0.000704855960762923	41	41	0.00812822556510904	0.0164069738258682
Janibacter.limosus	is_Rod	Rod	-0.00124681662575909	0.000451002465795732	41	41	0.00865978008771874	0.0171621096283881
Dietzia.sp..oral.taxon.368	is_Rod	Rod	-0.00109343629569184	0.000406756871668752	41	41	0.0105103655917116	0.0204576758838673
Stenotrophomonas.maltophilia	is_Rod	Rod	-0.00125468159924319	0.000471769649122221	41	41	0.0112946192921881	0.0215984825061141
Cloacibacterium.normanense	is_Rod	Rod	-0.00228616504304671	0.0009017378724659	41	41	0.0153571416843843	0.0288608352344463
Paracoccus.sanguinis	is_Rod	Rod	-0.00387948980829826	0.0015473832870702	41	41	0.0164469061815927	0.0303849622676882
Luteimonas.sp..YGD11.2	is_Rod	Rod	-0.0014089694201866	0.000566770255333937	41	41	0.0173120422181658	0.0314502100296679
Staphylococcus.haemolyticus	is_Rod	Rod	-0.000779426700400039	0.000328948809638885	41	41	0.0228595941623446	0.0408474715359928
Microbacterium.aurum	is_Rod	Rod	-0.00345083802091145	0.00146731975514399	41	41	0.0238275727655516	0.0418904101845988
Geodermatophilus.obscurus	is_Rod	Rod	-0.0047033995492852	0.0020098288305365	41	41	0.0244835824499044	0.0423604839212631
Kocuria.sp..KD4	is_Rod	Rod	-0.00218014804871502	0.000945808832221693	41	41	0.0265713904188986	0.0452543993071866
